1F86_A	5E4A_A	99.130	115	1	0	1	115	21	135	1.90e-83	236
1F86_A	5Z5M_A	27.193	114	75	3	3	109	183	295	1.71e-04	35.0
1F86_B	5E4A_A	99.130	115	1	0	1	115	21	135	1.90e-83	236
1F86_B	5Z5M_A	27.193	114	75	3	3	109	183	295	1.71e-04	35.0
1FCY_A	5U3Q_A	28.571	182	124	3	59	236	90	269	2.81e-23	90.9
1FCY_A	5CJ6_A	23.750	80	59	1	44	121	61	140	3.61e-06	42.4
1FM0_D	5LDA_B	32.000	50	34	0	32	81	20	69	0.006	28.5
1FM0_E	5MPO_C	34.259	108	71	0	29	136	44	151	1.86e-22	83.2
1FS1_A	5IBK_B	41.026	39	23	0	12	50	24	62	2.50e-04	30.8
1FS1_B	6BRP_A	59.712	139	54	2	4	140	6	144	2.16e-52	159
1FS1_B	6GFX_B	29.730	111	57	3	1	105	1	96	4.40e-04	33.5
1FS1_C	5IBK_B	41.026	39	23	0	12	50	24	62	2.50e-04	30.8
1FS1_D	6BRP_A	59.712	139	54	2	4	140	6	144	2.16e-52	159
1FS1_D	6GFX_B	29.730	111	57	3	1	105	1	96	4.40e-04	33.5
1FX2_A	5D0E_A	28.230	209	106	5	13	220	9	174	3.04e-13	62.0
1G6X_A	4Y0Y_I	93.103	58	4	0	1	58	1	58	1.70e-37	114
1G8Q_A	5M33_A	100.000	89	0	0	1	89	4	92	2.60e-62	180
1G8Q_B	5M33_A	100.000	89	0	0	1	89	4	92	2.60e-62	180
1GCI_A	5AMX_A	39.918	243	115	9	5	228	7	237	6.28e-40	135
1GD8_A	4YBB_CO	55.085	118	52	1	1	118	1	117	3.97e-39	123
1GD8_B	4YBB_CO	55.085	118	52	1	1	118	1	117	3.97e-39	123
1GD8_C	4YBB_CO	55.085	118	52	1	1	118	1	117	3.97e-39	123
1GD8_D	4YBB_CO	55.085	118	52	1	1	118	1	117	3.97e-39	123
1GD8_E	4YBB_CO	55.085	118	52	1	1	118	1	117	3.97e-39	123
1GD8_F	4YBB_CO	55.085	118	52	1	1	118	1	117	3.97e-39	123
1GD8_G	4YBB_CO	55.085	118	52	1	1	118	1	117	3.97e-39	123
1GD8_H	4YBB_CO	55.085	118	52	1	1	118	1	117	3.97e-39	123
1GD8_I	4YBB_CO	55.085	118	52	1	1	118	1	117	3.97e-39	123
1GK9_A	6NVX_A	36.216	185	116	2	7	190	9	192	3.30e-45	147
1GK9_A	4YFB_A	29.310	116	67	4	3	104	7	121	9.03e-05	37.7
1GMX_A	6MXV_A	27.885	104	67	4	5	102	23	124	2.97e-06	40.0
1GMX_A	6MXV_A	28.049	82	57	1	17	96	161	242	1.27e-04	35.4
1GPQ_C	6JXP_A	100.000	129	0	0	1	129	19	147	9.74e-95	265
1GPQ_D	6JXP_A	100.000	129	0	0	1	129	19	147	9.74e-95	265
1GTE_A	5VUG_A	27.778	54	32	2	841	887	75	128	0.008	35.0
1GTE_B	5VUG_A	27.778	54	32	2	841	887	75	128	0.008	35.0
1GTE_C	5VUG_A	27.778	54	32	2	841	887	75	128	0.008	35.0
1GTE_D	5VUG_A	27.778	54	32	2	841	887	75	128	0.008	35.0
1GZS_A	6P0Z_A	31.410	156	90	5	18	171	15	155	6.38e-18	72.8
1GZS_C	6P0Z_A	31.410	156	90	5	18	171	15	155	6.38e-18	72.8
1H4R_A	6IBE_A	30.068	296	185	8	20	308	3	283	2.59e-37	130
1H4R_B	6IBE_A	30.068	296	185	8	20	308	3	283	2.59e-37	130
1HBN_C	5A0Y_C	100.000	248	0	0	1	248	2	249	0.0	507
1HBN_F	5A0Y_C	100.000	248	0	0	1	248	2	249	0.0	507
1HE1_C	6P0Z_A	28.221	163	100	4	16	176	15	162	1.41e-17	72.0
1HE1_D	6P0Z_A	28.221	163	100	4	16	176	15	162	1.41e-17	72.0
1HFE_L	5OY0_3	33.871	62	30	3	26	79	2	60	0.008	31.2
1HFE_M	5OY0_3	33.871	62	30	3	26	79	2	60	0.008	31.2
1HYO_A	6IYM_A	29.814	161	73	8	198	355	121	244	3.15e-07	47.4
1HYO_B	6IYM_A	29.814	161	73	8	198	355	121	244	3.15e-07	47.4
1I2T_A	6H7B_A	43.333	60	34	0	1	60	30	89	2.21e-11	50.1
1I4J_A	4YBB_CT	55.455	110	46	1	1	107	1	110	3.71e-34	110
1I4J_B	4YBB_CT	55.455	110	46	1	1	107	1	110	3.71e-34	110
1I71_A	6BA5_M	39.241	79	47	1	2	79	4	82	9.37e-18	66.6
1I71_A	6PX5_X	31.646	79	53	1	2	79	2	80	3.08e-10	49.3
1IFR_A	6GHD_B	100.000	112	0	0	4	115	8	119	4.28e-83	234
1IJY_A	6NE2_A	55.556	108	47	1	10	117	4	110	6.63e-46	141
1IJY_A	5KZZ_A	27.826	115	74	6	6	115	12	122	2.73e-05	37.0
1IJY_B	6NE2_A	55.556	108	47	1	10	117	4	110	6.63e-46	141
1IJY_B	5KZZ_A	27.826	115	74	6	6	115	12	122	2.73e-05	37.0
1IK9_A	5CHX_A	97.183	142	4	0	2	143	5	146	1.10e-102	291
1IK9_B	5CHX_A	97.183	142	4	0	2	143	5	146	1.10e-102	291
1IN0_A	5B7W_A	45.399	163	87	2	1	163	1	161	2.85e-46	145
1IN0_B	5B7W_A	45.399	163	87	2	1	163	1	161	2.85e-46	145
1IO0_A	4Z79_A	47.486	179	94	0	7	185	3	181	4.58e-51	159
1IO1_A	5GY2_C	43.443	122	65	2	5	122	9	130	2.15e-24	95.1
1IO1_A	5GY2_C	45.455	55	30	0	343	397	129	183	9.33e-07	44.7
1IO1_A	5ZIY_A	31.746	63	43	0	8	70	21	83	0.003	34.3
1IOM_A	6HXP_A	32.900	231	143	8	150	377	30	251	7.46e-21	87.0
1J5U_A	5YZ1_A	22.581	124	71	4	17	120	47	165	0.003	32.0
1JB0_C	5OY0_3	95.000	80	4	0	1	80	1	80	9.99e-55	160
1JB0_C	6CZ7_B	30.000	50	28	1	16	65	65	107	0.002	30.8
1JB0_D	5OY0_4	67.857	140	41	2	1	137	1	139	6.56e-67	195
1JB0_E	5OY0_5	67.647	68	21	1	1	68	2	68	2.05e-29	95.5
1JB0_F	5OY0_6	60.284	141	56	0	24	164	3	143	3.09e-63	187
1JB0_K	5OY0_8	55.224	67	30	0	11	77	10	76	1.20e-20	73.9
1JB0_L	5OY0_L	72.727	154	42	0	1	154	4	157	2.48e-80	230
1JHG_A	6F9K_A	99.010	101	1	0	1	101	8	108	1.16e-70	202
1JKE_A	5J61_A	29.677	155	97	2	1	143	1	155	5.16e-24	87.4
1JKE_B	5J61_A	29.677	155	97	2	1	143	1	155	5.16e-24	87.4
1JKE_C	5J61_A	29.677	155	97	2	1	143	1	155	5.16e-24	87.4
1JKE_D	5J61_A	29.677	155	97	2	1	143	1	155	5.16e-24	87.4
1JNR_A	6GNA_A	37.931	58	32	3	409	464	226	281	0.003	35.8
1JNR_B	6CZ7_B	32.000	50	32	1	13	62	57	104	0.008	31.2
1JNR_C	6GNA_A	37.931	58	32	3	409	464	226	281	0.003	35.8
1JNR_D	6CZ7_B	32.000	50	32	1	13	62	57	104	0.008	31.2
1JS8_A	6EI4_A	34.000	100	50	3	169	268	201	284	3.61e-11	59.3
1JS8_A	6EI4_A	29.787	94	62	2	3	96	4	93	1.31e-04	38.9
1JS8_B	6EI4_A	34.000	100	50	3	169	268	201	284	3.61e-11	59.3
1JS8_B	6EI4_A	29.787	94	62	2	3	96	4	93	1.31e-04	38.9
1JW9_B	5IAA_A	26.971	241	149	9	27	245	13	248	8.23e-10	53.5
1JW9_D	5LDA_B	32.000	50	34	0	32	81	20	69	0.006	28.5
1K04_A	6BZ3_A	98.413	126	2	0	31	156	1	126	3.83e-87	247
1K3I_A	4ZZ5_A	25.000	128	79	5	40	163	23	137	8.82e-04	35.8
1K5N_A	5NQ0_A	73.455	275	73	0	1	275	1	275	8.15e-152	421
1K5N_A	6C98_A	28.832	274	182	6	4	275	6	268	2.10e-32	116
1K5N_A	5U66_A	25.316	79	49	3	194	266	122	196	1.23e-04	37.7
1K5N_A	4ZSO_E	27.907	86	53	2	194	270	136	221	4.37e-04	36.6
1K5N_A	6CPH_E	37.255	51	28	2	177	223	116	166	0.007	32.7
1K5N_B	5NQ0_A	30.303	99	64	4	2	97	179	275	2.47e-09	48.5
1K5N_B	6C98_A	26.667	90	63	3	6	95	180	266	2.91e-05	37.0
1K5N_B	5U66_A	31.818	88	50	4	9	88	111	196	4.87e-05	36.2
1K6Y_A	5CZ1_A	26.531	147	100	4	60	199	12	157	9.20e-10	51.6
1K6Y_B	5CZ1_A	26.531	147	100	4	60	199	12	157	9.20e-10	51.6
1K6Y_C	5CZ1_A	26.531	147	100	4	60	199	12	157	9.20e-10	51.6
1K6Y_D	5CZ1_A	26.531	147	100	4	60	199	12	157	9.20e-10	51.6
1KA1_A	6GIU_A	26.500	200	102	9	139	327	87	252	1.11e-07	48.1
1KA1_A	5EQ7_A	33.333	108	51	6	92	178	27	134	1.58e-05	41.6
1KA1_A	5EQ7_A	48.649	37	19	0	37	73	44	80	1.85e-04	38.1
1KAP_P	5CVW_A	36.905	84	30	2	342	402	1	84	9.66e-05	38.5
1KGS_A	6EKG_Y	22.222	117	89	1	3	117	5	121	9.11e-08	45.4
1KGS_A	5TQJ_A	40.678	59	33	1	48	106	62	118	2.11e-07	44.7
1KGS_A	6M8O_A	25.287	87	54	3	47	127	47	128	2.16e-04	35.8
1KNM_A	4ZA3_B	35.556	90	56	2	15	103	17	105	2.46e-09	49.3
1KNM_A	4ZA3_B	45.455	33	18	0	96	128	15	47	4.89e-04	34.3
1KNM_A	4ZA3_B	30.769	52	34	1	59	108	19	70	0.007	30.8
1KNM_A	4ZA3_B	23.478	115	81	3	17	128	147	257	0.010	30.4
1KNM_A	5B2H_A	27.350	117	71	4	27	130	166	281	1.49e-04	35.8
1KNM_A	5B2H_A	36.364	33	21	0	15	47	249	281	0.007	30.8
1KQ6_A	6EDX_A	33.333	81	46	3	25	105	26	98	0.002	32.0
1KQF_B	6CZ7_B	22.267	247	121	6	29	227	2	225	2.52e-12	61.2
1KQP_A	5F23_A	48.327	269	131	3	2	262	12	280	5.75e-81	241
1KQP_B	5F23_A	48.327	269	131	3	2	262	12	280	5.75e-81	241
1L0Q_A	6AEM_A	45.714	35	19	0	338	372	39	73	1.29e-05	39.3
1L0Q_B	6AEM_A	45.714	35	19	0	338	372	39	73	1.29e-05	39.3
1L0Q_C	6AEM_A	45.714	35	19	0	338	372	39	73	1.29e-05	39.3
1L0Q_D	6AEM_A	45.714	35	19	0	338	372	39	73	1.29e-05	39.3
1L3K_A	6ES4_A	36.667	60	38	0	106	165	144	203	1.00e-06	43.5
1L3K_A	6ES4_A	30.263	76	49	2	15	90	144	215	7.64e-06	40.8
1L3K_A	4YUD_A	27.273	55	40	0	105	159	11	65	1.79e-04	35.0
1L3K_A	5T9P_A	24.000	75	52	2	107	178	13	85	0.004	32.0
1L3K_A	5T9P_A	28.889	45	32	0	27	71	24	68	0.010	30.4
1L3L_A	6CC0_A	24.645	211	143	4	27	228	27	230	6.44e-18	75.9
1L3L_A	6MWL_A	21.762	193	135	6	50	234	53	237	1.87e-07	46.2
1L3L_A	5L09_A	23.077	104	76	2	32	132	26	128	8.26e-05	37.7
1L3L_B	6CC0_A	24.645	211	143	4	27	228	27	230	6.44e-18	75.9
1L3L_B	6MWL_A	21.762	193	135	6	50	234	53	237	1.87e-07	46.2
1L3L_B	5L09_A	23.077	104	76	2	32	132	26	128	8.26e-05	37.7
1L3L_C	6CC0_A	24.645	211	143	4	27	228	27	230	6.44e-18	75.9
1L3L_C	6MWL_A	21.762	193	135	6	50	234	53	237	1.87e-07	46.2
1L3L_C	5L09_A	23.077	104	76	2	32	132	26	128	8.26e-05	37.7
1L3L_D	6CC0_A	24.645	211	143	4	27	228	27	230	6.44e-18	75.9
1L3L_D	6MWL_A	21.762	193	135	6	50	234	53	237	1.87e-07	46.2
1L3L_D	5L09_A	23.077	104	76	2	32	132	26	128	8.26e-05	37.7
1LFP_A	5EKZ_A	32.258	248	150	6	2	239	55	294	9.99e-32	114
1LKK_A	6ICG_A	40.230	87	45	3	6	92	3	82	2.48e-12	54.3
1LKK_A	5AUL_A	33.019	106	58	5	2	102	9	106	2.01e-05	36.6
1LS1_A	5L3S_A	37.828	267	160	3	31	292	33	298	3.25e-52	169
1LS1_A	5X4B_A	27.174	92	57	4	146	237	21	102	0.008	32.0
1LSL_A	6S08_A	37.391	115	61	4	3	108	5	117	1.57e-14	62.8
1LSL_A	6S08_A	53.846	52	24	0	58	109	3	54	8.09e-14	60.8
1LSL_A	6S08_A	31.373	102	58	5	2	93	62	161	1.06e-08	47.0
1LSL_A	6S08_B	39.623	53	31	1	5	56	55	107	4.05e-05	35.8
1LSL_A	6S08_B	41.509	53	30	1	62	113	55	107	1.75e-04	34.3
1LSL_A	6B0S_C	37.255	51	26	2	9	57	27	73	1.72e-04	33.5
1LSL_A	6B0S_C	39.216	51	22	4	65	113	29	72	0.006	29.6
1M0K_A	5ZIM_A	100.000	228	0	0	18	245	1	228	3.52e-163	447
1M0K_A	6NWD_A	29.775	178	112	4	95	262	118	292	1.33e-14	67.8
1M0K_A	5JSI_A	24.424	217	139	8	36	245	19	217	1.30e-08	49.7
1M0K_A	4XTL_A	25.940	266	141	14	8	236	16	262	2.68e-07	46.2
1M1F_A	5CK9_A	30.682	88	56	1	2	89	8	90	3.69e-11	52.0
1M1F_A	5DLO_A	29.000	100	69	2	3	101	17	115	1.81e-08	45.1
1M1F_B	5CK9_A	30.682	88	56	1	2	89	8	90	3.69e-11	52.0
1M1F_B	5DLO_A	29.000	100	69	2	3	101	17	115	1.81e-08	45.1
1M56_B	5B1A_B	35.200	250	122	8	13	253	4	222	8.62e-44	144
1M56_B	5NDC_B	28.571	70	50	0	175	244	97	166	2.02e-06	42.7
1M56_C	5B1A_C	48.289	263	130	3	5	266	4	261	8.56e-87	255
1M56_H	5B1A_B	35.200	250	122	8	13	253	4	222	8.62e-44	144
1M56_H	5NDC_B	28.571	70	50	0	175	244	97	166	2.02e-06	42.7
1M56_I	5B1A_C	48.289	263	130	3	5	266	4	261	8.56e-87	255
1MC2_A	6MQD_A	78.992	119	24	1	1	118	1	119	3.34e-67	194
1MF7_A	5HGJ_A	31.443	194	122	5	7	192	3	193	6.45e-23	87.0
1MG4_A	5IKC_M	80.899	89	17	0	15	103	2	90	1.45e-50	151
1MG4_A	6B4A_A	26.882	93	63	3	20	112	17	104	5.75e-07	40.8
1MJ4_A	3X34_A	35.526	76	46	2	7	82	12	84	2.93e-09	45.4
1MKY_A	5X4B_A	38.509	161	96	2	4	164	5	162	6.39e-35	123
1MKY_A	5X4B_A	31.655	139	91	2	183	321	5	139	9.01e-16	70.5
1MKY_A	6G14_A	28.235	170	115	3	70	238	12	175	1.29e-07	48.5
1MKY_A	6G14_A	42.373	59	27	2	4	60	123	176	2.81e-06	44.3
1MKY_A	5UCV_A	25.000	136	89	4	181	310	32	160	3.04e-04	37.7
1MLA_A	6APF_A	40.000	285	160	6	5	288	3	277	7.45e-60	189
1MVF_A	5YD4_A	37.903	124	68	2	1	124	1	115	9.16e-25	91.3
1MVF_A	5YD4_A	30.337	89	52	4	11	96	150	231	2.95e-04	35.0
1MVF_A	6CPH_E	28.736	87	57	3	13	99	14	95	3.21e-06	40.8
1MVF_A	6CPH_D	28.736	87	53	4	12	97	13	91	4.18e-04	34.3
1MVF_B	5YD4_A	37.903	124	68	2	1	124	1	115	9.16e-25	91.3
1MVF_B	5YD4_A	30.337	89	52	4	11	96	150	231	2.95e-04	35.0
1MVF_B	6CPH_E	28.736	87	57	3	13	99	14	95	3.21e-06	40.8
1MVF_B	6CPH_D	28.736	87	53	4	12	97	13	91	4.18e-04	34.3
1N62_A	5G5G_A	40.120	167	84	2	6	157	63	228	2.67e-34	116
1N62_C	4ZOH_B	37.544	285	171	3	1	285	1	278	3.41e-61	191
1N62_D	5G5G_A	40.120	167	84	2	6	157	63	228	2.67e-34	116
1N62_F	4ZOH_B	37.544	285	171	3	1	285	1	278	3.41e-61	191
1NC7_A	6FMX_A	100.000	13	0	0	11	23	8	20	0.002	32.3
1NC7_B	6FMX_A	100.000	13	0	0	11	23	8	20	0.002	32.3
1NC7_C	6FMX_A	100.000	13	0	0	11	23	8	20	0.002	32.3
1NC7_D	6FMX_A	100.000	13	0	0	11	23	8	20	0.002	32.3
1NH2_B	5M4S_A	38.636	44	27	0	6	49	112	155	3.58e-09	45.4
1NH2_C	5M4S_A	51.111	45	22	0	34	78	165	209	1.24e-12	56.2
1NH2_D	5M4S_A	38.261	115	57	2	6	120	2	102	1.16e-24	89.4
1NKI_A	5V91_A	65.441	136	44	1	1	133	1	136	1.18e-59	177
1NKI_A	6A4X_A	29.268	123	68	3	1	110	4	120	1.76e-07	43.1
1NKI_A	6BU2_A	47.500	40	18	1	1	37	10	49	2.90e-04	34.7
1NKI_B	5V91_A	65.441	136	44	1	1	133	1	136	1.18e-59	177
1NKI_B	6A4X_A	29.268	123	68	3	1	110	4	120	1.76e-07	43.1
1NKI_B	6BU2_A	47.500	40	18	1	1	37	10	49	2.90e-04	34.7
1NKP_A	6G6K_A	96.471	85	3	0	4	88	10	94	1.86e-54	160
1NKP_B	6G6K_A	55.102	49	21	1	2	49	12	60	5.55e-13	55.1
1NKP_B	6G1L_A	29.630	81	51	2	2	80	30	106	0.003	30.0
1NKP_D	6G6K_A	96.471	85	3	0	4	88	10	94	1.86e-54	160
1NKP_E	6G6K_A	55.102	49	21	1	2	49	12	60	5.55e-13	55.1
1NKP_E	6G1L_A	29.630	81	51	2	2	80	30	106	0.003	30.0
1NQJ_A	5IKU_A	99.153	118	1	0	2	119	123	240	2.12e-81	234
1NQJ_A	5IKU_A	30.909	110	76	0	9	118	11	120	8.79e-11	53.1
1NQJ_B	5IKU_A	99.153	118	1	0	2	119	123	240	2.12e-81	234
1NQJ_B	5IKU_A	30.909	110	76	0	9	118	11	120	8.79e-11	53.1
1NRJ_B	5DE3_A	24.060	133	92	4	15	146	3	127	3.03e-05	38.9
1NTY_A	5O33_B	91.111	180	16	0	8	187	1	180	1.07e-126	355
1NTY_A	5N7E_B	20.732	164	113	5	10	157	16	178	1.88e-04	37.7
1NU9_A	5MN1_A	35.827	254	129	9	33	286	1	220	3.99e-42	140
1NU9_A	6PX5_X	100.000	32	0	0	1	32	121	152	4.72e-15	67.0
1NU9_D	5MN1_A	35.827	254	129	9	33	286	1	220	3.99e-42	140
1NU9_D	6PX5_X	100.000	32	0	0	1	32	121	152	4.72e-15	67.0
1NVU_Q	6P0Z_A	93.333	165	11	0	2	166	1	165	3.00e-109	304
1NVU_R	6P0Z_A	93.333	165	11	0	2	166	1	165	3.00e-109	304
1NWZ_A	6MMD_A	99.200	125	1	0	1	125	1	125	5.51e-92	257
1O7J_A	5B74_A	25.862	174	117	6	7	179	3	165	3.35e-11	57.4
1O7J_B	5B74_A	25.862	174	117	6	7	179	3	165	3.35e-11	57.4
1O7J_C	5B74_A	25.862	174	117	6	7	179	3	165	3.35e-11	57.4
1O7J_D	5B74_A	25.862	174	117	6	7	179	3	165	3.35e-11	57.4
1O7Q_A	5BXC_A	45.255	274	148	2	15	287	24	296	5.62e-86	255
1O7Q_B	5BXC_A	45.255	274	148	2	15	287	24	296	5.62e-86	255
1O8B_A	5UF2_A	52.778	216	102	0	2	217	11	226	8.50e-75	222
1O8B_B	5UF2_A	52.778	216	102	0	2	217	11	226	8.50e-75	222
1OAI_A	6IEW_A	28.070	57	41	0	1	57	2	58	7.99e-06	35.8
1OAI_A	6EXZ_A	26.316	57	40	1	3	59	17	71	0.001	30.0
1OC0_A	6BJ5_F	45.455	33	18	0	346	378	4	36	1.56e-05	38.1
